2007;1;25
2007;2;2
2007;3;4
2007;4;2
2007;5;5
2007;6;3
2007;7;2
2007;8;3
2007;9;1
2007;10;2
2007;11;2
2007;12;2
2007;13;0
2007;14;1
2007;15;0
2007;16;2
2007;17;0
2007;18;2
2007;19;2
2007;20;2
2007;21;2
2007;22;1
2007;23;1
2007;24;1
2007;25;4
2007;26;4
2007;27;5
2007;28;3
2007;29;2
2007;30;3
2007;31;3
2007;32;4
2007;33;5
2007;34;4
2007;35;2
2007;36;0
2007;37;3
2007;38;3
2007;39;3
2007;40;4
2007;41;2
2007;42;11
2007;43;5
2007;44;8
2007;45;7
2007;46;16
2007;47;11
2007;48;15
2007;49;15
2007;50;0
2007;51;2
2007;52;2
2008;1;10
2008;2;11
2008;3;11
2008;4;15
2008;5;14
2008;6;16
2008;7;12
2008;8;14
2008;9;15
2008;10;16
2008;11;12
2008;12;11
2008;13;10
2008;14;15
2008;15;7
2008;16;16
2008;17;7
2008;18;11
2008;19;8
2008;20;5
2008;21;13
2008;22;10
2008;23;11
2008;24;14
2008;25;14
2008;26;13
2008;27;9
2008;28;17
2008;29;9
2008;30;13
2008;31;8
2008;32;9
2008;33;11
2008;34;9
2008;35;13
2008;36;10
2008;37;7
2008;38;7
2008;39;9
2008;40;8
2008;41;16
2008;42;14
2008;43;9
2008;44;9
2008;45;14
2008;46;16
2008;47;9
2008;48;9
2008;49;9
2008;50;15
2008;51;8
2008;52;12
2008;53;8
2009;1;19
2009;2;19
2009;3;17
2009;4;20
2009;5;7
2009;6;15
2009;7;15
2009;8;11
2009;9;6
2009;10;3
2009;11;4
2009;12;2
2009;13;1
2009;14;1
2009;15;4
2009;16;3
2009;17;5
2009;18;1
2009;19;4
2009;20;0
2009;21;3
2009;22;0
2009;23;2
2009;24;1
2009;25;3
2009;26;2
2009;27;2
2009;28;2
2009;29;1
2009;30;1
2009;31;4
2009;32;3
2009;33;0
2009;34;2
2009;35;3
2009;36;3
2009;37;1
2009;38;2
2009;39;3
2009;40;3
2009;41;3
2009;42;0
2009;43;3
2009;44;1
2009;45;2
2009;46;0
2009;47;3
2009;48;3
2009;49;2
2009;50;4
2009;51;3
2009;52;1
2010;1;1
2010;2;0
2010;3;0
2010;4;0
2010;5;2
2010;6;2
2010;7;5
2010;8;1
2010;9;1
2010;10;3
2010;11;0
2010;12;2
2010;13;0
2010;14;1
2010;15;1
2010;16;1
2010;17;1
2010;18;0
2010;19;0
2010;20;0
2010;21;0
2010;22;1
2010;23;0
2010;24;0
2010;25;1
2010;26;2
2010;27;0
2010;28;2
2010;29;0
2010;30;1
2010;31;1
2010;32;1
2010;33;1
2010;34;0
2010;35;1
2010;36;9
2010;37;3
2010;38;1
2010;39;0
2010;40;1
2010;41;5
2010;42;0
2010;43;0
2010;44;0
2010;45;1
2010;46;1
2010;47;1
2010;48;1
2010;49;1
2010;50;0
2010;51;0
2010;52;0
2011;1;21
2011;2;32
2011;3;28
2011;4;15
2011;5;18
2011;6;14
2011;7;3
2011;8;7
2011;9;15
2011;10;5
2011;11;2
2011;12;5
2011;13;1
2011;14;1
2011;15;4
2011;16;1
2011;17;1
2011;18;2
2011;19;1
2011;20;2
2011;21;0
2011;22;1
2011;23;2
2011;24;1
2011;25;4
2011;26;2
2011;27;3
2011;28;2
2011;29;6
2011;30;0
2011;31;7
2011;32;1
2011;33;2
2011;34;4
2011;35;2
2011;36;2
2011;37;4
2011;38;2
2011;39;2
2011;40;3
2011;41;5
2011;42;2
2011;43;2
2011;44;1
2011;45;6
2011;46;3
2011;47;6
2011;48;6
2011;49;9
2011;50;5
2011;51;2
2011;52;3
2012;1;4
2012;2;4
2012;3;4
2012;4;4
2012;5;4
2012;6;3
2012;7;7
2012;8;2
2012;9;0
2012;10;1
2012;11;3
2012;12;5
2012;13;1
2012;14;1
2012;15;1
2012;16;2
2012;17;0
2012;18;0
2012;19;0
2012;20;0
2012;21;1
2012;22;1
2012;23;1
2012;24;1
2012;25;1
2012;26;0
2012;27;2
2012;28;4
2012;29;3
2012;30;4
2012;31;2
2012;32;2
2012;33;3
2012;34;5
2012;35;3
2012;36;3
2012;37;4
2012;38;1
2012;39;6
2012;40;5
2012;41;5
2012;42;6
2012;43;7
2012;44;4
2012;45;12
2012;46;3
2012;47;7
2012;48;7
2012;49;6
2012;50;8
2012;51;5
2012;52;4
2013;1;19
2013;2;28
2013;3;24
2013;4;29
2013;5;33
2013;6;41
2013;7;24
2013;8;28
2013;9;28
2013;10;33
2013;11;25
2013;12;41
2013;13;33
2013;14;44
2013;15;63
2013;16;55
2013;17;58
2013;18;56
2013;19;46
2013;20;44
2013;21;48
2013;22;46
2013;23;55
2013;24;50
2013;25;58
2013;26;44
2013;27;42
2013;28;63
2013;29;59
2013;30;45
2013;31;45
2013;32;31
2013;33;41
2013;34;44
2013;35;34
2013;36;39
2013;37;37
2013;38;55
2013;39;42
2013;40;44
2013;41;46
2013;42;39
2013;43;48
2013;44;48
2013;45;38
2013;46;44
2013;47;48
2013;48;35
2013;49;44
2013;50;43
2013;51;31
2013;52;23
2014;1;87
2014;2;77
2014;3;65
2014;4;73
2014;5;33
2014;6;45
2014;7;27
2014;8;24
2014;9;15
2014;10;9
2014;11;12
2014;12;10
2014;13;6
2014;14;9
2014;15;9
2014;16;2
2014;17;12
2014;18;7
2014;19;4
2014;20;6
2014;21;2
2014;22;2
2014;23;3
2014;24;6
2014;25;2
2014;26;6
2014;27;5
2014;28;5
2014;29;14
2014;30;11
2014;31;8
2014;32;5
2014;33;8
2014;34;11
2014;35;13
2014;36;10
2014;37;10
2014;38;10
2014;39;24
2014;40;19
2014;41;22
2014;42;12
2014;43;12
2014;44;12
2014;45;11
2014;46;12
2014;47;7
2014;48;11
2014;49;4
2014;50;12
2014;51;3
2014;52;2
2014;53;8
2015;1;17
2015;2;7
2015;3;7
2015;4;7
2015;5;6
2015;6;6
2015;7;2
2015;8;2
2015;9;3
2015;10;1
2015;11;3
2015;12;1
2015;13;2
2015;14;3
2015;15;0
2015;16;0
2015;17;1
2015;18;2
2015;19;0
2015;20;1
2015;21;1
2015;22;0
2015;23;1
2015;24;1
2015;25;1
2015;26;0
2015;27;1
2015;28;4
2015;29;2
2015;30;9
2015;31;2
2015;32;7
2015;33;6
2015;34;5
2015;35;15
2015;36;9
2015;37;8
2015;38;20
2015;39;21
2015;40;15
2015;41;19
2015;42;16
2015;43;13
2015;44;15
2015;45;9
2015;46;10
2015;47;11
2015;48;8
2015;49;7
2015;50;3
2015;51;3
2015;52;1
2016;1;9
2016;2;11
2016;3;7
2016;4;1
2016;5;4
2016;6;3
2016;7;2
2016;8;2
2016;9;2
2016;10;1
2016;11;1
2016;12;1
2016;13;2
2016;14;1
2016;15;6
2016;16;2
2016;17;1
2016;18;2
2016;19;3
2016;20;2
2016;21;1
2016;22;2
2016;23;0
2016;24;2
2016;25;1
2016;26;3
2016;27;1
2016;28;1
2016;29;6
2016;30;0
