2010,11,0,0,0.4,28.70
2010,12,2,0,0.1,28.83
2010,13,0,0,0.1,28.66
2010,14,1,0,0.0,28.43
2010,15,1,0,4.2,28.61
2010,16,1,0,0.1,29.36
2010,17,1,0,1.3,29.37
2010,18,0,0,3.5,29.13
2010,19,0,1,0.0,28.84
2010,20,0,0,18.2,29.37
2010,21,0,0,1.6,29.34
2010,22,1,0,2.5,29.19
2010,23,0,1,11.4,28.70
2010,24,0,1,9.7,28.67
2010,25,1,0,9.8,28.76
2010,26,2,2,2.6,28.74
2010,27,0,1,8.9,28.86
2010,28,2,2,34.4,27.74
2010,29,0,2,3.4,29.03
2010,30,1,0,5.6,28.93
2010,31,1,0,5.6,28.66
2010,32,1,1,8.1,28.14
2010,33,1,0,8.2,28.33
2010,34,0,2,3.0,28.56
2010,35,1,0,6.3,28.72
2010,36,9,1,5.7,28.40
2010,37,3,1,6.0,28.44
2010,38,1,0,8.5,28.30
2010,39,0,0,1.7,28.74
2010,40,1,1,35.3,27.69
2010,41,5,0,13.0,29.19
2010,42,0,1,11.1,27.93
2010,43,0,1,10.8,28.53
2010,44,0,0,29.3,26.76
2010,45,1,1,15.0,27.19
2010,46,1,0,14.9,27.09
2010,47,1,1,26.8,27.00
2010,48,1,0,15.1,26.21
2010,49,1,1,0.3,27.39
2010,50,0,0,13.0,27.21
2010,51,0,0,0.0,27.26
2010,52,0,0,2.5,27.72
2011,1,21,2,0.0,27.00
2011,2,32,2,0.0,27.37
2011,3,28,0,0.0,27.04
2011,4,15,0,0.0,27.17
2011,5,18,4,0.0,26.74
2011,6,14,1,0.0,26.76
2011,7,3,0,0.8,27.16
2011,8,7,1,0.0,26.83
2011,9,15,1,0.4,26.57
2011,10,5,0,0.0,26.87
2011,11,2,0,0.0,27.01
2011,12,5,0,0.3,27.19
2011,13,1,0,0.0,28.57
2011,14,1,0,0.4,27.99
2011,15,4,1,0.7,27.84
2011,16,1,0,0.0,27.50
2011,17,1,0,3.0,28.19
2011,18,2,0,0.1,28.64
2011,19,1,0,2.2,28.69
2011,20,2,0,3.2,28.14
2011,21,0,0,10.2,28.76
2011,22,1,2,5.2,28.40
2011,23,2,0,0.4,29.46
2011,24,1,0,5.0,29.44
2011,25,4,0,13.9,28.46
2011,26,2,0,6.6,29.30
2011,27,3,0,3.6,29.36
2011,28,2,0,15.1,27.96
2011,29,6,0,0.9,29.19
2011,30,0,0,12.8,28.49
2011,31,7,0,0.3,29.39
2011,32,1,0,4.1,29.42
2011,33,2,0,20.4,28.41
2011,34,4,0,0.0,28.86
2011,35,2,0,11.2,29.01
2011,36,2,1,10.9,28.86
2011,37,4,1,4.1,28.54
2011,38,2,0,14.5,28.63
2011,39,2,0,3.8,28.57
2011,40,3,0,20.0,29.10
2011,41,5,0,13.9,27.83
2011,42,2,0,39.1,26.53
2011,43,2,0,10.5,27.71
2011,44,1,0,1.5,27.91
2011,45,6,0,3.5,28.64
2011,46,3,0,18.3,27.97
2011,47,6,0,1.6,27.97
2011,48,6,0,21.5,27.14
2011,49,9,0,2.9,27.44
2011,50,5,0,17.3,26.64
2011,51,2,0,0.0,27.49
2011,52,3,0,0.0,26.83
2012,1,4,1,0.0,26.70
2012,2,4,1,0.0,26.79
2012,3,4,0,0.0,26.39
2012,4,4,0,0.0,26.19
2012,5,4,0,0.0,26.21
2012,6,3,0,0.0,26.76
2012,7,7,0,0.0,26.17
2012,8,2,0,0.0,26.34
2012,9,0,1,0.0,26.54
2012,10,1,0,0.0,27.06
2012,11,3,0,0.0,27.01
2012,12,5,0,0.0,26.73
2012,13,1,0,0.0,27.84
2012,14,1,0,0.0,28.29
2012,15,1,0,0.0,27.87
2012,16,2,0,0.0,28.31
2012,17,0,1,7.1,28.71
2012,18,0,0,0.1,28.73
2012,19,0,0,4.4,29.01
2012,20,0,0,14.7,29.34
2012,21,1,0,0.1,29.23
2012,22,1,0,2.5,29.97
2012,23,1,0,0.4,29.73
2012,24,1,0,1.9,28.76
2012,25,1,0,0.0,29.69
2012,26,0,0,0.5,29.20
2012,27,2,0,1.0,28.26
2012,28,4,0,0.1,28.73
2012,29,3,1,0.0,29.33
2012,30,4,0,0.0,29.40
2012,31,2,0,6.4,28.66
2012,32,2,0,2.8,28.83
2012,33,3,0,12.2,28.41
2012,34,5,0,2.4,28.27
2012,35,3,2,4.1,29.33
2012,36,3,0,2.3,29.17
2012,37,4,0,1.8,29.09
